marca,ano,qtd_nucleos,qtd_threads,ram,gpu_dedicada,ram_gpu,entradas_usb,duracao_bateria,resolucao_tela,tipo_tela,tela_touch,armazenamento_hdd,armazenamento_ssd,segmento
positivo,2010,6,9,12,não,0,2,145,HD,IPS,não,1000,0,entrada
samsung,2020,12,19,2,não,0,4,239,HD,IPS,não,250,0,entrada
hp,2016,4,5,12,sim,4,2,200,FULLHD,TN,não,0,500,jogos_entrada
dell,2015,4,5,8,não,0,2,420,QUADHD,OLED,não,0,500,premium
hp,2021,12,20,12,sim,6,4,88,4K,TN,não,0,500,jogos_intermediarios
dell,2020,8,14,2,não,0,3,519,FULLHD,VA,não,0,2000,ultraportatil
razer,2015,8,8,16,sim,6,2,187,QUADHD,AMOLED,não,0,500,jogos_premium
lenovo,2015,10,12,32,não,0,2,99,FULLHD,AMOLED,sim,0,500,2em1
huawei,2022,6,12,8,não,0,2,598,QUADHD,AMOLED,não,0,250,premium
razer,2020,6,12,16,sim,6,4,176,4K,OLED,não,0,1000,jogos_premium
hp,2013,4,4,16,não,0,3,504,FULLHD,VA,não,1000,1000,ultraportatil
samsung,2018,6,9,32,sim,6,1,73,FULLHD,AMOLED,não,0,500,jogos_premium
lenovo,2019,8,9,16,sim,4,4,67,FULLHD,VA,não,0,2000,jogos_intermediarios
xiaomi,2015,8,16,8,não,0,3,453,4K,AMOLED,não,0,2000,premium
acer,2011,2,3,12,não,0,2,281,HD,TN,não,500,0,intermediario
huawei,2012,6,11,16,não,0,3,578,4K,AMOLED,não,250,250,premium
asus,2021,12,23,12,não,0,2,409,HD,IPS,não,0,1000,entrada
apple,2021,8,9,16,não,0,2,587,4K,AMOLED,não,0,1000,premium
apple,2019,12,21,8,não,0,2,415,FULLHD,OLED,não,0,250,premium
hp,2016,10,19,12,sim,6,1,51,FULLHD,OLED,não,0,2000,jogos_intermediarios
huawei,2021,8,10,8,não,0,2,414,QUADHD,AMOLED,não,0,250,premium
positivo,2010,2,2,2,não,0,1,290,HD,TN,não,250,0,entrada
samsung,2010,6,12,12,sim,2,4,187,FULLHD,TN,não,250,1000,jogos_entrada
hp,2011,4,6,8,não,0,2,573,FULLHD,IPS,não,250,1000,ultraportatil
xiaomi,2020,10,10,16,não,0,3,538,QUADHD,OLED,não,0,1000,premium
positivo,2019,4,4,4,não,0,2,192,HD,IPS,não,250,0,entrada
dell,2018,6,6,12,sim,2,2,173,FULLHD,IPS,não,0,1000,jogos_entrada
xiaomi,2016,12,16,16,não,0,3,538,FULLHD,OLED,não,0,250,premium
positivo,2021,10,19,16,não,0,1,227,HD,TN,não,1000,0,entrada
lenovo,2023,8,14,12,não,0,3,398,FULLHD,IPS,sim,0,250,2em1
hp,2015,6,12,12,sim,2,1,176,FULLHD,TN,não,0,250,jogos_entrada
hp,2011,4,4,12,sim,6,3,77,FULLHD,OLED,não,250,1000,jogos_intermediarios
asus,2019,8,15,16,não,0,3,595,FULLHD,VA,não,0,1000,ultraportatil
razer,2021,12,15,16,sim,6,4,59,QUADHD,AMOLED,não,0,250,jogos_premium
dell,2010,6,12,2,não,0,2,507,FULLHD,VA,não,250,1000,ultraportatil
hp,2011,2,2,8,sim,4,2,63,FULLHD,VA,não,2000,1000,jogos_entrada
acer,2019,10,19,64,não,0,3,328,FULLHD,AMOLED,sim,0,500,2em1
lenovo,2017,6,6,8,não,0,3,520,FULLHD,OLED,não,0,250,ultraportatil
acer,2010,4,5,8,sim,2,1,153,FULLHD,VA,não,500,2000,jogos_entrada
apple,2022,10,16,8,não,0,2,600,4K,OLED,não,0,250,premium
lenovo,2022,10,14,12,sim,8,4,106,4K,TN,não,0,250,jogos_intermediarios
xiaomi,2017,8,8,8,não,0,2,546,FULLHD,AMOLED,não,0,2000,premium
xiaomi,2018,4,7,8,não,0,2,409,FULLHD,OLED,não,0,250,premium
samsung,2023,4,6,8,sim,4,4,158,FULLHD,OLED,não,0,500,jogos_entrada
samsung,2018,8,11,2,não,0,3,108,HD,IPS,não,0,250,entrada
dell,2020,4,5,64,não,0,2,253,HD,TN,não,2000,0,intermediario
acer,2022,10,13,16,sim,12,4,185,QUADHD,AMOLED,não,0,2000,jogos_premium
huawei,2012,10,19,8,não,0,3,448,4K,OLED,não,500,250,premium
xiaomi,2014,8,11,8,não,0,3,406,QUADHD,AMOLED,não,500,250,premium
xiaomi,2014,8,13,16,não,0,3,436,QUADHD,AMOLED,não,250,250,premium
xiaomi,2016,10,16,8,não,0,2,401,QUADHD,AMOLED,não,0,2000,premium
lenovo,2018,8,9,32,não,0,1,520,HD,TN,não,250,0,entrada
dell,2016,8,12,16,sim,4,3,185,QUADHD,VA,não,0,500,jogos_intermediarios
razer,2012,4,5,32,sim,6,1,148,FULLHD,OLED,não,0,250,jogos_premium
apple,2011,12,18,16,não,0,3,579,FULLHD,OLED,não,1000,250,premium
razer,2017,8,14,16,não,0,3,466,QUADHD,OLED,não,0,1000,premium
asus,2015,4,8,32,não,0,3,523,FULLHD,OLED,não,0,250,ultraportatil
lenovo,2011,4,8,8,sim,4,4,125,FULLHD,OLED,não,500,125,jogos_entrada
huawei,2014,6,10,16,não,0,2,500,QUADHD,OLED,não,250,250,premium
xiaomi,2022,8,15,16,não,0,2,431,FULLHD,OLED,não,0,1000,premium
positivo,2017,10,18,6,não,0,4,166,HD,TN,não,500,0,entrada
xiaomi,2011,12,18,8,não,0,3,494,QUADHD,AMOLED,não,250,250,premium
huawei,2018,10,16,8,não,0,3,444,4K,AMOLED,não,0,500,premium
asus,2014,8,15,2,não,0,3,302,FULLHD,AMOLED,sim,2000,250,2em1
xiaomi,2016,12,13,8,não,0,2,579,FULLHD,AMOLED,não,0,1000,premium
samsung,2019,12,22,16,sim,6,4,157,4K,VA,não,0,500,jogos_intermediarios
asus,2014,6,11,12,não,0,4,445,HD,TN,não,250,0,entrada
lenovo,2020,4,4,64,não,0,1,359,HD,TN,não,2000,0,intermediario
samsung,2010,10,10,16,não,0,2,467,FULLHD,OLED,não,1000,250,premium
huawei,2012,8,14,16,não,0,3,491,FULLHD,OLED,não,0,1000,premium
lenovo,2018,8,14,32,sim,6,3,97,4K,AMOLED,não,0,250,jogos_premium
apple,2014,12,18,16,não,0,3,587,QUADHD,OLED,não,500,250,premium
razer,2020,6,7,32,sim,6,4,161,QUADHD,AMOLED,não,0,250,jogos_premium
asus,2022,6,7,12,não,0,3,536,FULLHD,TN,não,0,1000,ultraportatil
xiaomi,2016,12,13,16,não,0,2,596,QUADHD,OLED,não,0,250,premium
positivo,2022,6,11,4,não,0,3,296,HD,IPS,não,1000,1000,entrada
positivo,2017,6,12,64,não,0,2,97,HD,IPS,não,0,1000,entrada
xiaomi,2023,4,6,16,não,0,3,465,FULLHD,OLED,não,0,500,premium
dell,2012,6,10,16,não,0,2,584,FULLHD,IPS,sim,1000,250,premium
dell,2019,12,22,6,não,0,2,388,FULLHD,AMOLED,sim,0,2000,2em1
hp,2021,6,9,16,não,0,3,563,FULLHD,TN,não,0,500,ultraportatil
dell,2022,4,4,32,não,0,2,592,FULLHD,IPS,sim,0,2000,2em1
huawei,2021,12,20,8,não,0,3,482,FULLHD,OLED,não,0,250,premium
acer,2018,12,22,12,sim,6,2,62,QUADHD,VA,não,0,500,jogos_intermediarios
acer,2023,12,12,8,não,0,2,584,HD,TN,não,0,1000,entrada
acer,2016,8,14,16,não,0,3,540,FULLHD,IPS,não,0,1000,ultraportatil
apple,2022,10,16,16,não,0,2,460,4K,OLED,não,0,250,premium
huawei,2021,10,16,16,não,0,3,408,QUADHD,AMOLED,não,0,250,premium
apple,2022,10,20,16,não,0,2,575,QUADHD,OLED,não,0,250,premium
samsung,2018,4,4,8,não,0,3,430,FULLHD,AMOLED,não,0,2000,premium
razer,2019,4,6,16,não,0,2,402,4K,OLED,não,0,250,premium
hp,2019,8,10,12,não,0,3,551,FULLHD,OLED,não,0,2000,ultraportatil
hp,2012,4,4,12,sim,4,3,101,FULLHD,TN,não,0,1000,jogos_entrada
apple,2016,6,12,8,não,0,2,489,4K,OLED,não,0,2000,premium
lenovo,2021,10,14,16,não,0,2,503,4K,AMOLED,não,0,2000,premium
lenovo,2010,6,10,8,não,0,4,571,HD,TN,não,0,250,intermediario
apple,2019,12,17,8,não,0,2,516,FULLHD,OLED,não,0,250,premium
razer,2010,6,10,32,sim,6,2,189,4K,OLED,não,0,250,jogos_premium
razer,2013,12,20,8,não,0,3,551,QUADHD,AMOLED,não,500,250,premium
positivo,2017,4,7,32,não,0,2,272,HD,IPS,não,0,250,entrada
xiaomi,2017,8,16,8,não,0,2,544,FULLHD,AMOLED,não,0,250,premium
hp,2019,10,10,4,não,0,3,554,FULLHD,IPS,não,0,250,ultraportatil
razer,2021,10,13,16,sim,6,4,109,FULLHD,OLED,não,0,500,jogos_premium
positivo,2010,6,10,6,não,0,2,58,HD,IPS,não,500,0,entrada
dell,2014,4,4,6,não,0,2,524,FULLHD,VA,não,2000,1000,ultraportatil
lenovo,2017,4,4,8,não,0,2,407,QUADHD,AMOLED,não,0,2000,premium
apple,2019,10,13,8,não,0,2,488,FULLHD,OLED,não,0,250,premium
hp,2013,6,7,8,sim,4,1,86,FULLHD,TN,não,500,125,jogos_entrada
samsung,2017,10,11,8,não,0,3,477,4K,OLED,não,0,1000,premium
acer,2014,4,5,16,não,0,3,436,FULLHD,OLED,não,1000,250,premium
dell,2020,4,8,4,não,0,2,507,FULLHD,VA,não,0,2000,ultraportatil
huawei,2016,8,15,8,não,0,2,499,QUADHD,OLED,não,0,2000,premium
samsung,2012,2,4,12,não,0,2,557,FULLHD,IPS,não,500,1000,ultraportatil
positivo,2023,8,13,32,não,0,3,59,HD,IPS,não,0,250,entrada
asus,2018,4,6,12,não,0,2,381,HD,VA,não,500,0,intermediario
huawei,2023,10,20,8,não,0,2,495,4K,AMOLED,não,0,250,premium
positivo,2016,6,11,8,não,0,4,123,HD,IPS,não,0,500,entrada
huawei,2015,8,12,16,não,0,2,590,FULLHD,OLED,não,0,250,premium
huawei,2020,8,14,8,não,0,2,442,4K,AMOLED,não,0,500,premium
apple,2014,6,11,8,não,0,2,457,QUADHD,AMOLED,não,0,250,premium
positivo,2017,8,9,16,não,0,3,148,HD,IPS,não,0,250,entrada
dell,2014,8,9,6,não,0,3,277,HD,TN,não,250,0,entrada
positivo,2021,4,4,64,não,0,2,154,HD,TN,não,1000,0,entrada
xiaomi,2019,10,11,16,não,0,3,455,QUADHD,OLED,não,0,250,premium
asus,2017,8,12,16,não,0,3,533,FULLHD,IPS,não,0,500,ultraportatil
apple,2013,4,8,16,não,0,2,465,4K,AMOLED,não,1000,250,premium
apple,2014,12,15,8,não,0,3,401,QUADHD,AMOLED,não,1000,250,premium
asus,2019,12,15,64,não,0,2,599,FULLHD,IPS,sim,0,2000,2em1
xiaomi,2017,8,13,16,não,0,2,456,QUADHD,AMOLED,não,0,250,premium
positivo,2015,10,10,16,não,0,2,240,HD,TN,não,250,0,entrada
acer,2022,10,17,12,não,0,4,519,HD,TN,não,500,125,entrada
huawei,2016,8,10,8,não,0,3,600,4K,OLED,não,0,250,premium
samsung,2012,8,15,8,não,0,2,509,4K,IPS,sim,250,250,premium
xiaomi,2020,6,8,16,não,0,2,553,FULLHD,AMOLED,não,0,2000,premium
hp,2015,8,16,8,sim,2,1,195,FULLHD,IPS,não,0,250,jogos_entrada
lenovo,2018,6,6,16,não,0,2,258,FULLHD,AMOLED,sim,0,250,2em1
dell,2010,10,10,12,sim,6,3,83,4K,TN,não,500,125,jogos_intermediarios
dell,2014,6,10,16,sim,4,1,115,4K,TN,não,2000,125,jogos_intermediarios
positivo,2021,4,4,8,não,0,2,210,HD,IPS,não,1000,0,entrada
xiaomi,2022,12,12,16,não,0,2,545,FULLHD,AMOLED,não,0,250,premium
apple,2014,12,17,16,não,0,2,488,4K,AMOLED,não,0,1000,premium
huawei,2011,12,22,16,não,0,2,585,QUADHD,AMOLED,não,250,250,premium
lenovo,2013,4,4,6,não,0,2,212,HD,IPS,não,500,0,entrada
huawei,2022,6,10,8,não,0,3,570,4K,OLED,não,0,250,premium
samsung,2013,4,8,8,não,0,2,256,FULLHD,AMOLED,sim,250,250,2em1
huawei,2020,10,12,8,não,0,3,448,QUADHD,OLED,não,0,250,premium
lenovo,2014,10,17,6,não,0,4,64,HD,TN,não,500,0,entrada
apple,2014,10,10,8,não,0,2,596,QUADHD,OLED,não,1000,250,premium
hp,2013,10,14,16,sim,4,3,177,QUADHD,OLED,não,2000,500,jogos_intermediarios
hp,2014,8,14,12,sim,2,3,73,FULLHD,VA,não,2000,500,jogos_entrada
asus,2016,6,12,32,não,0,4,530,HD,VA,não,1000,0,intermediario
lenovo,2021,4,8,12,sim,2,4,74,FULLHD,OLED,não,0,1000,jogos_entrada
apple,2020,12,16,16,não,0,2,459,QUADHD,AMOLED,não,0,2000,premium
lenovo,2011,4,4,8,não,0,2,503,FULLHD,OLED,não,1000,250,premium
positivo,2012,2,2,12,não,0,3,290,HD,TN,não,0,250,entrada
huawei,2017,6,7,8,não,0,3,557,4K,AMOLED,não,0,2000,premium
hp,2010,6,7,8,sim,2,2,96,FULLHD,TN,não,500,250,jogos_entrada
asus,2014,4,6,16,não,0,4,258,HD,OLED,não,1000,0,intermediario
apple,2016,4,6,16,não,0,2,503,FULLHD,OLED,não,0,500,premium
asus,2021,4,4,64,não,0,2,39,HD,TN,não,0,1000,intermediario
dell,2017,6,12,16,não,0,3,409,FULLHD,IPS,sim,0,250,premium
asus,2011,6,7,12,não,0,3,536,HD,IPS,não,500,0,entrada
huawei,2010,4,7,8,não,0,2,505,FULLHD,AMOLED,não,1000,250,premium
lenovo,2010,4,5,32,sim,6,1,129,4K,OLED,não,250,125,jogos_premium
hp,2023,10,17,12,sim,8,4,172,4K,TN,não,0,1000,jogos_intermediarios
asus,2010,6,8,2,não,0,4,475,HD,VA,não,500,0,intermediario
dell,2014,6,9,8,não,0,3,525,FULLHD,AMOLED,não,250,250,premium
apple,2014,8,12,16,não,0,3,414,FULLHD,OLED,não,500,250,premium
acer,2014,10,15,8,sim,4,1,137,FULLHD,VA,não,0,2000,jogos_entrada
positivo,2015,4,4,8,não,0,1,226,HD,IPS,não,1000,0,entrada
acer,2011,2,4,2,não,0,2,530,FULLHD,IPS,sim,0,2000,2em1
hp,2023,12,21,12,sim,4,4,56,QUADHD,OLED,não,0,2000,jogos_intermediarios
huawei,2020,8,16,16,não,0,3,589,4K,OLED,não,0,500,premium
samsung,2013,12,16,16,sim,6,1,178,FULLHD,VA,não,0,1000,jogos_intermediarios
lenovo,2018,8,9,8,não,0,2,573,FULLHD,OLED,não,0,2000,premium
hp,2021,10,15,12,sim,6,4,32,4K,VA,não,0,1000,jogos_intermediarios
dell,2018,10,18,12,sim,4,2,195,FULLHD,OLED,não,0,1000,jogos_entrada
dell,2019,4,5,32,sim,6,4,178,FULLHD,AMOLED,não,0,2000,jogos_premium
huawei,2020,12,14,8,não,0,2,572,FULLHD,OLED,não,0,2000,premium
xiaomi,2018,10,15,16,não,0,2,453,QUADHD,AMOLED,não,0,250,premium
dell,2023,6,10,64,não,0,2,320,FULLHD,IPS,sim,0,500,2em1
apple,2015,4,8,16,não,0,2,421,QUADHD,OLED,não,0,250,premium
huawei,2016,12,13,16,não,0,2,471,QUADHD,AMOLED,não,0,250,premium
hp,2014,10,14,12,sim,4,2,96,FULLHD,VA,não,2000,125,jogos_entrada
apple,2018,12,17,16,não,0,2,445,QUADHD,AMOLED,não,0,250,premium
lenovo,2020,10,14,12,não,0,1,555,HD,IPS,não,250,0,intermediario
positivo,2010,2,3,2,não,0,2,256,HD,IPS,não,0,500,entrada
positivo,2016,8,12,32,não,0,1,97,HD,IPS,não,1000,0,entrada
samsung,2015,6,12,12,sim,2,2,162,FULLHD,VA,não,0,2000,jogos_entrada
apple,2014,6,6,16,não,0,2,490,QUADHD,OLED,não,2000,250,premium
acer,2017,4,8,8,não,0,3,588,FULLHD,OLED,não,0,500,premium
asus,2016,10,16,6,não,0,2,558,FULLHD,IPS,sim,0,250,2em1
positivo,2022,4,5,16,não,0,2,177,HD,IPS,não,250,125,entrada
dell,2014,6,7,8,não,0,3,465,4K,OLED,não,500,250,premium
xiaomi,2013,4,4,16,não,0,3,519,FULLHD,OLED,não,250,250,premium
acer,2017,6,7,64,não,0,3,536,FULLHD,TN,não,0,250,ultraportatil
razer,2011,8,12,16,não,0,2,460,QUADHD,OLED,não,2000,250,premium
lenovo,2010,2,2,4,não,0,2,377,FULLHD,IPS,sim,500,250,2em1
hp,2014,10,13,2,não,0,2,509,FULLHD,TN,não,500,1000,ultraportatil
hp,2020,12,23,12,sim,4,4,124,FULLHD,VA,não,0,250,jogos_entrada
razer,2013,4,5,8,não,0,2,403,FULLHD,OLED,não,1000,250,premium
samsung,2017,6,12,2,não,0,3,271,FULLHD,AMOLED,sim,0,500,2em1
lenovo,2021,10,19,2,não,0,2,189,FULLHD,AMOLED,sim,0,1000,2em1
dell,2015,6,8,32,não,0,2,130,HD,OLED,não,2000,0,intermediario
apple,2019,12,24,8,não,0,2,594,QUADHD,AMOLED,não,0,500,premium
razer,2021,10,10,16,sim,6,4,81,4K,OLED,não,0,250,jogos_premium
hp,2015,10,18,4,não,0,2,553,FULLHD,OLED,não,0,250,ultraportatil
lenovo,2011,10,10,16,não,0,2,532,4K,OLED,não,0,2000,premium
acer,2015,4,8,32,sim,6,3,48,QUADHD,AMOLED,não,0,1000,jogos_premium
positivo,2015,10,10,8,não,0,2,115,HD,IPS,não,500,0,entrada
huawei,2018,10,16,16,não,0,3,528,FULLHD,AMOLED,não,0,1000,premium
asus,2012,4,5,6,não,0,2,424,HD,TN,não,500,0,intermediario
huawei,2018,12,21,8,não,0,2,460,4K,AMOLED,não,0,2000,premium
samsung,2016,6,9,12,não,0,4,393,HD,TN,não,0,2000,entrada
samsung,2016,4,4,12,sim,6,4,69,QUADHD,IPS,não,0,250,jogos_intermediarios
huawei,2013,12,14,16,não,0,2,576,FULLHD,OLED,não,250,250,premium
positivo,2013,2,3,16,não,0,3,186,HD,IPS,não,1000,0,entrada
asus,2014,10,15,2,não,0,3,382,HD,IPS,não,2000,0,intermediario
dell,2014,10,11,4,não,0,3,364,HD,VA,não,250,0,intermediario
huawei,2018,8,10,16,não,0,2,509,4K,OLED,não,0,250,premium
acer,2015,8,11,32,sim,6,1,198,4K,OLED,não,0,250,jogos_premium
hp,2014,8,15,16,sim,6,3,200,4K,OLED,não,1000,125,jogos_intermediarios
samsung,2018,10,10,16,sim,4,4,183,QUADHD,IPS,não,0,500,jogos_intermediarios
xiaomi,2023,10,13,16,não,0,3,554,QUADHD,AMOLED,não,0,250,premium
dell,2020,4,8,12,sim,4,4,197,FULLHD,OLED,não,0,250,jogos_intermediarios
apple,2023,8,15,8,não,0,2,462,FULLHD,AMOLED,não,0,250,premium
hp,2013,12,12,12,sim,4,1,152,FULLHD,OLED,não,250,250,jogos_intermediarios
asus,2013,2,4,8,não,0,3,512,FULLHD,TN,não,250,2000,ultraportatil
xiaomi,2010,4,6,8,não,0,3,523,4K,OLED,não,500,250,premium
samsung,2013,2,2,8,sim,2,1,116,FULLHD,OLED,não,250,2000,jogos_entrada
dell,2010,6,10,4,não,0,1,389,HD,TN,não,500,0,entrada
apple,2011,6,9,8,não,0,3,458,FULLHD,OLED,não,2000,250,premium
lenovo,2015,10,16,8,não,0,2,522,FULLHD,OLED,não,0,2000,ultraportatil
dell,2015,4,4,4,não,0,2,591,FULLHD,OLED,não,0,2000,ultraportatil
samsung,2011,6,6,8,sim,2,3,81,FULLHD,IPS,não,0,250,jogos_entrada
lenovo,2011,6,10,32,sim,6,2,174,QUADHD,AMOLED,não,1000,500,jogos_premium
apple,2014,4,4,8,não,0,2,470,4K,OLED,não,500,250,premium
hp,2010,10,11,12,sim,4,2,46,4K,IPS,não,500,250,jogos_intermediarios
hp,2016,4,8,16,sim,6,4,156,FULLHD,VA,não,0,500,jogos_intermediarios
positivo,2023,6,8,32,não,0,1,160,HD,TN,não,0,1000,entrada
hp,2014,6,10,8,sim,4,2,80,FULLHD,TN,não,1000,250,jogos_entrada
lenovo,2022,6,11,16,sim,12,4,177,FULLHD,OLED,não,0,250,jogos_premium
dell,2020,10,19,12,sim,2,4,141,FULLHD,IPS,não,0,250,jogos_entrada
razer,2014,6,7,16,sim,6,3,159,4K,AMOLED,não,1000,500,jogos_premium
huawei,2022,4,7,16,não,0,2,549,QUADHD,OLED,não,0,500,premium
dell,2010,8,14,32,sim,6,3,38,FULLHD,OLED,não,250,125,jogos_premium
razer,2019,10,16,8,não,0,3,512,QUADHD,OLED,não,0,1000,premium
samsung,2021,8,16,8,não,0,1,485,HD,TN,não,500,0,entrada
xiaomi,2021,10,14,16,não,0,2,497,QUADHD,OLED,não,0,1000,premium
lenovo,2020,8,13,12,sim,6,4,158,QUADHD,TN,não,0,500,jogos_intermediarios
apple,2017,12,18,8,não,0,3,505,4K,OLED,não,0,250,premium
positivo,2018,10,18,4,não,0,1,202,HD,TN,não,250,0,entrada
apple,2013,8,14,16,não,0,2,576,4K,AMOLED,não,2000,250,premium
samsung,2019,10,11,16,sim,6,4,61,QUADHD,OLED,não,0,250,jogos_premium
hp,2022,12,17,16,não,0,3,531,FULLHD,TN,não,0,500,ultraportatil
asus,2021,10,13,8,não,0,3,552,4K,AMOLED,não,0,250,premium
asus,2012,4,7,12,não,0,2,453,HD,TN,não,1000,0,intermediario
asus,2016,10,11,2,não,0,4,457,HD,IPS,não,500,0,intermediario
xiaomi,2020,4,7,16,não,0,2,591,QUADHD,AMOLED,não,0,2000,premium
lenovo,2023,12,16,64,não,0,3,278,FULLHD,IPS,sim,0,250,2em1
lenovo,2017,10,15,4,não,0,3,468,FULLHD,IPS,sim,0,2000,2em1
huawei,2015,12,20,16,não,0,2,585,4K,OLED,não,0,2000,premium
hp,2013,6,8,12,sim,2,4,189,FULLHD,IPS,não,500,500,jogos_entrada
samsung,2023,6,9,12,não,0,3,584,FULLHD,IPS,não,0,500,ultraportatil
acer,2015,10,17,4,não,0,3,561,FULLHD,VA,não,0,500,ultraportatil
positivo,2014,10,10,12,não,0,1,249,HD,TN,não,500,0,entrada
samsung,2020,8,8,12,sim,4,4,44,FULLHD,VA,não,0,250,jogos_entrada
samsung,2016,10,15,16,sim,4,1,196,4K,OLED,não,0,1000,jogos_intermediarios
dell,2021,6,11,16,não,0,2,529,QUADHD,IPS,sim,0,2000,premium
dell,2021,12,17,64,não,0,2,419,FULLHD,IPS,sim,0,250,2em1
dell,2016,4,7,4,não,0,3,502,FULLHD,IPS,não,0,1000,ultraportatil
huawei,2012,10,18,16,não,0,2,455,QUADHD,AMOLED,não,2000,250,premium
apple,2019,8,9,8,não,0,2,426,QUADHD,OLED,não,0,250,premium
samsung,2018,6,10,8,não,0,2,163,HD,IPS,não,250,0,entrada
xiaomi,2019,8,10,16,não,0,3,491,FULLHD,AMOLED,não,0,500,premium
lenovo,2019,10,13,12,sim,4,4,186,QUADHD,OLED,não,0,2000,jogos_intermediarios
huawei,2011,6,8,8,não,0,2,456,QUADHD,OLED,não,2000,250,premium
positivo,2014,6,8,32,não,0,4,46,HD,TN,não,0,2000,entrada
asus,2011,12,24,16,não,0,2,424,FULLHD,IPS,sim,1000,250,premium
dell,2012,2,4,8,sim,2,4,134,FULLHD,IPS,não,500,500,jogos_entrada
acer,2023,6,6,12,sim,8,4,110,FULLHD,VA,não,0,250,jogos_intermediarios
apple,2011,4,8,16,não,0,2,532,4K,OLED,não,0,500,premium
apple,2023,12,23,8,não,0,2,464,QUADHD,OLED,não,0,250,premium
lenovo,2022,4,5,32,não,0,2,64,FULLHD,IPS,sim,0,250,2em1
huawei,2014,10,18,8,não,0,2,457,FULLHD,OLED,não,1000,250,premium
razer,2016,4,5,16,não,0,3,542,4K,AMOLED,não,0,1000,premium
samsung,2021,8,9,12,sim,4,4,114,FULLHD,VA,não,0,2000,jogos_entrada
razer,2012,4,5,16,não,0,3,559,FULLHD,OLED,não,250,250,premium
apple,2017,8,10,8,não,0,2,468,4K,OLED,não,0,500,premium
asus,2018,10,20,64,não,0,3,479,FULLHD,IPS,sim,0,2000,2em1
positivo,2013,2,4,8,não,0,4,192,HD,IPS,não,1000,0,entrada
acer,2011,2,4,6,não,0,3,578,FULLHD,OLED,não,0,2000,ultraportatil
hp,2012,4,5,4,não,0,3,548,FULLHD,VA,não,1000,2000,ultraportatil
positivo,2021,6,10,4,não,0,1,239,HD,TN,não,1000,0,entrada
samsung,2011,4,6,16,não,0,2,268,HD,TN,não,0,1000,intermediario
razer,2017,6,10,8,não,0,3,551,4K,AMOLED,não,0,1000,premium
lenovo,2019,12,12,64,não,0,3,571,FULLHD,VA,não,0,250,ultraportatil
xiaomi,2015,6,12,16,não,0,3,471,4K,OLED,não,0,2000,premium
asus,2014,4,5,32,não,0,2,416,FULLHD,IPS,sim,250,250,2em1
lenovo,2019,6,10,16,sim,4,4,87,4K,IPS,não,0,2000,jogos_intermediarios
lenovo,2019,6,6,8,não,0,2,127,FULLHD,IPS,sim,0,250,2em1
huawei,2020,8,10,8,não,0,3,476,4K,OLED,não,0,2000,premium
acer,2021,6,8,32,sim,6,4,161,QUADHD,AMOLED,não,0,500,jogos_premium
razer,2011,10,20,8,não,0,2,564,FULLHD,OLED,não,500,250,premium
razer,2020,6,6,8,não,0,2,401,4K,OLED,não,0,500,premium
hp,2014,4,5,2,não,0,3,567,FULLHD,IPS,não,1000,1000,ultraportatil
acer,2016,4,8,16,não,0,3,406,4K,OLED,não,0,250,premium
asus,2012,4,4,8,não,0,2,558,FULLHD,IPS,sim,2000,250,2em1
xiaomi,2021,6,9,16,não,0,3,593,QUADHD,AMOLED,não,0,2000,premium
dell,2022,4,8,16,sim,6,4,185,QUADHD,IPS,não,0,2000,jogos_intermediarios
xiaomi,2018,6,8,16,não,0,3,448,4K,OLED,não,0,1000,premium
hp,2015,6,7,12,sim,4,2,169,FULLHD,VA,não,0,1000,jogos_entrada
hp,2010,6,9,12,sim,4,3,149,FULLHD,IPS,não,1000,125,jogos_entrada
razer,2020,10,18,8,não,0,2,459,QUADHD,OLED,não,0,2000,premium
dell,2014,10,11,12,sim,2,4,94,FULLHD,VA,não,0,250,jogos_entrada
hp,2021,12,17,8,sim,2,4,195,FULLHD,TN,não,0,1000,jogos_entrada
razer,2023,8,11,16,não,0,3,466,QUADHD,OLED,não,0,250,premium
xiaomi,2021,4,5,16,não,0,2,563,4K,OLED,não,0,2000,premium
positivo,2020,10,14,32,não,0,3,37,HD,IPS,não,500,0,entrada
razer,2018,6,8,16,não,0,3,592,4K,OLED,não,0,250,premium
xiaomi,2010,12,18,8,não,0,2,542,FULLHD,AMOLED,não,2000,250,premium
samsung,2021,8,10,32,não,0,3,36,FULLHD,AMOLED,sim,0,500,2em1
huawei,2016,12,16,8,não,0,2,410,4K,OLED,não,0,250,premium
xiaomi,2018,12,16,8,não,0,2,523,4K,AMOLED,não,0,250,premium
samsung,2020,12,13,64,não,0,3,594,FULLHD,IPS,sim,0,500,2em1
samsung,2014,6,7,2,não,0,4,491,HD,IPS,não,500,0,entrada
lenovo,2015,6,7,8,não,0,3,439,HD,IPS,não,0,2000,entrada
samsung,2013,2,2,12,sim,2,1,177,FULLHD,VA,não,1000,500,jogos_entrada
dell,2021,8,11,12,sim,6,4,61,QUADHD,VA,não,0,250,jogos_intermediarios
dell,2011,4,5,8,não,0,3,251,FULLHD,AMOLED,sim,0,500,2em1
acer,2018,4,5,32,sim,6,3,159,QUADHD,AMOLED,não,0,2000,jogos_premium
asus,2016,8,11,32,não,0,3,305,HD,TN,não,0,250,entrada
positivo,2019,8,16,2,não,0,1,106,HD,TN,não,500,0,entrada
